review,aspect,sentiment
"This new Birmingham restaurant just opened, but the comforting European-influenced food and carefully curated children's menu are already drawing local attention.",FOOD#QUALITY,positive
"This new Birmingham restaurant just opened, but the comforting European-influenced food and carefully curated children's menu are already drawing local attention.",FOOD#STYLE_OPTIONS,positive
Eat here the meze from the chef or try the retsina plate,FOOD#QUALITY,positive
Eat here the meze from the chef or try the retsina plate,FOOD#QUALITY,positive
Kevin is by far one of the best bartenders in the business.,SERVICE#GENERAL,positive
"Very friendly staff and good service, We were there Monday lunch, 3 March 2014, forgot to ask her name.",SERVICE#GENERAL,positive
"Very friendly staff and good service, We were there Monday lunch, 3 March 2014, forgot to ask her name.",SERVICE#GENERAL,positive
She is working only by herself but still working with smile.,SERVICE#GENERAL,positive
Need more staff there.,SERVICE#GENERAL,negative
There is a huge variety of food and drinks half off.,FOOD#STYLE_OPTIONS,positive
There is a huge variety of food and drinks half off.,DRINKS#STYLE_OPTIONS,positive
"wonderful ""Historic"" dining experience...",RESTAURANT#GENERAL,positive
The pub is perfect for a quick bite and drink.,RESTAURANT#GENERAL,positive
"If you haven't experienced the dinner theater and formal dining experience, you're in for a treat!",SERVICE#GENERAL,positive
"Dude,,one one the 3 best margaritas in the world.",DRINKS#QUALITY,positive
There's always a lot of people but its worth the wait!,RESTAURANT#GENERAL,positive
There's always a lot of people but its worth the wait!,AMBIENCE#GENERAL,negative
I love the potato balls and the baked ham and cheese croissants!,FOOD#QUALITY,positive
I love the potato balls and the baked ham and cheese croissants!,FOOD#QUALITY,positive
Cheese rolls with guava!,FOOD#QUALITY,positive
Love the cheese tart ..<3,FOOD#QUALITY,positive
Art cafe nice vienna atmosphere,AMBIENCE#GENERAL,positive
"Splitting the big breakfast with a friend is awesome, affordable, and will full up just about anybody.",FOOD#QUALITY,positive
"Splitting the big breakfast with a friend is awesome, affordable, and will full up just about anybody.",FOOD#STYLE_OPTIONS,positive
"Splitting the big breakfast with a friend is awesome, affordable, and will full up just about anybody.",FOOD#PRICES,positive
Always fast and friendly!,SERVICE#GENERAL,positive
The food can't be beat.,FOOD#QUALITY,positive
Best Arby's on Telegraph!,RESTAURANT#GENERAL,positive
Shitty service,SERVICE#GENERAL,negative
the food is 10/10 :clapping_hands::clapping_hands:,FOOD#QUALITY,positive
Breakfast burrito never let's me down.,FOOD#QUALITY,positive
The chorizo is a must!!,FOOD#QUALITY,positive
Great food,FOOD#QUALITY,positive
The tenderloin is Oh.,FOOD#QUALITY,positive
Good.,FOOD#QUALITY,positive
This place is the real deal.,RESTAURANT#PRICES,positive
awesome old school italian! super welcoming staff. loved it. fast & cozy for lunch.,RESTAURANT#GENERAL,positive
awesome old school italian! super welcoming staff. loved it. fast & cozy for lunch.,SERVICE#GENERAL,positive
awesome old school italian! super welcoming staff. loved it. fast & cozy for lunch.,SERVICE#GENERAL,positive
awesome old school italian! super welcoming staff. loved it. fast & cozy for lunch.,AMBIENCE#GENERAL,positive
"This place is useless, had very disappointing service.Quality & Quantity of food is worst but the cost is like 5 star Hotel.Never ever recommend this place to anyone, total waste of money :(",RESTAURANT#GENERAL,negative
"This place is useless, had very disappointing service.Quality & Quantity of food is worst but the cost is like 5 star Hotel.Never ever recommend this place to anyone, total waste of money :(",SERVICE#GENERAL,negative
"This place is useless, had very disappointing service.Quality & Quantity of food is worst but the cost is like 5 star Hotel.Never ever recommend this place to anyone, total waste of money :(",FOOD#QUALITY,negative
"This place is useless, had very disappointing service.Quality & Quantity of food is worst but the cost is like 5 star Hotel.Never ever recommend this place to anyone, total waste of money :(",FOOD#STYLE_OPTIONS,negative
"This place is useless, had very disappointing service.Quality & Quantity of food is worst but the cost is like 5 star Hotel.Never ever recommend this place to anyone, total waste of money :(",RESTAURANT#PRICES,negative
Great place for a quiet lunch near the perimeter that is NOT a chain or forcing you to fight traffic.,RESTAURANT#GENERAL,positive
The salads here are the best!,FOOD#QUALITY,positive
Possibly the best bistro in Brooklyn.,RESTAURANT#GENERAL,positive
Awesome cajun chicken + gumbo.,FOOD#QUALITY,positive
Order the beignets (suggested by Becky)-you will not be disappointed,FOOD#QUALITY,positive
Order the beignets (suggested by Becky)-you will not be disappointed,SERVICE#GENERAL,positive
Try the orange chicken!!,FOOD#QUALITY,positive
Nice shisha .. give it a try.,FOOD#QUALITY,positive
Best coffee on the NH-45,DRINKS#QUALITY,positive
Get the cheese plate.,FOOD#QUALITY,positive
Best $12 I have ever spent.,RESTAURANT#GENERAL,positive
Best $12 I have ever spent.,RESTAURANT#PRICES,positive
Biryani at this place makes you feel like at Hyderabad,FOOD#QUALITY,positive
The ice cream is fantastic and it's cheaper than Grom.,FOOD#QUALITY,positive
The ice cream is fantastic and it's cheaper than Grom.,RESTAURANT#PRICES,positive
One of my top 3 ice creams in torino.,FOOD#QUALITY,positive
Chantilly and Nocciola variegato gianduja.,FOOD#QUALITY,positive
Baristar here r quiet good...,RESTAURANT#GENERAL,positive
Smooth hot coffee...,DRINKS#QUALITY,positive
"Nice food, special here r buy 2 pints FREE 1 pints only at RM42++ add 1 more tips here is Segafredo WiFi password is ""sega123456789""",FOOD#QUALITY,positive
Nusr-et marine etmeden dover bunu:) Empaladas and baby goat(*) nice; but steak disappointing! try argentine wine; any malbec!...,FOOD#QUALITY,positive
Nusr-et marine etmeden dover bunu:) Empaladas and baby goat(*) nice; but steak disappointing! try argentine wine; any malbec!...,FOOD#QUALITY,positive
Nusr-et marine etmeden dover bunu:) Empaladas and baby goat(*) nice; but steak disappointing! try argentine wine; any malbec!...,FOOD#QUALITY,negative
Nusr-et marine etmeden dover bunu:) Empaladas and baby goat(*) nice; but steak disappointing! try argentine wine; any malbec!...,DRINKS#QUALITY,positive
Nusr-et marine etmeden dover bunu:) Empaladas and baby goat(*) nice; but steak disappointing! try argentine wine; any malbec!...,DRINKS#QUALITY,positive
Sundays kids eat free!,RESTAURANT#PRICES,positive
"Gourmet Mexican food with nearly 300 tequilas to choose from, descriptions which can be easily accessed on the iPad menus, will be great to drink on the seaside deck (note: don't drop the menu).",DRINKS#STYLE_OPTIONS,positive
"Gourmet Mexican food with nearly 300 tequilas to choose from, descriptions which can be easily accessed on the iPad menus, will be great to drink on the seaside deck (note: don't drop the menu).",LOCATION#GENERAL,positive
The ¥200 extra ser includes choice among five side dishes and drinks - good deal in addition to three sizes of taco rice.,FOOD#STYLE_OPTIONS,positive
The ¥200 extra ser includes choice among five side dishes and drinks - good deal in addition to three sizes of taco rice.,FOOD#STYLE_OPTIONS,positive
The ¥200 extra ser includes choice among five side dishes and drinks - good deal in addition to three sizes of taco rice.,FOOD#PRICES,positive
Open till 11:55 so amazing!,RESTAURANT#MISCELLANEOUS,positive
Duck salad recommended,FOOD#QUALITY,positive
Coffee is the best at this place..costly though,DRINKS#QUALITY,positive
Coffee is the best at this place..costly though,DRINKS#PRICES,negative
Try the chocolate cheese cake..,FOOD#QUALITY,positive
It's delicious,FOOD#QUALITY,positive
Gluten free friendly and I can actually order just about anything for my fiancé here that is available to everyone else!,FOOD#STYLE_OPTIONS,positive
Love how caring they are about allergies!,RESTAURANT#MISCELLANEOUS,positive
"A review in haiku: They have lots of meat | The filet tastes amazing | Food baby, I have....",FOOD#STYLE_OPTIONS,positive
"A review in haiku: They have lots of meat | The filet tastes amazing | Food baby, I have....",FOOD#QUALITY,positive
Homemade cakes in the restaurant are to die for.,FOOD#QUALITY,positive
Gorgeous .,FOOD#QUALITY,positive
Quesadilla is to die for here!!!,FOOD#QUALITY,positive
I keep on coming back just for that!,FOOD#QUALITY,positive
6 crepes made in 40+ minutes.,SERVICE#GENERAL,negative
Make sure you have PLENTY of time to eat.,SERVICE#GENERAL,negative
Excellent western food.,FOOD#QUALITY,positive
Big oysters and a good po boy.,FOOD#STYLE_OPTIONS,positive
Big oysters and a good po boy.,FOOD#QUALITY,positive
Too expensive for average menu,RESTAURANT#PRICES,negative
Too expensive for average menu,FOOD#QUALITY,neutral
"Pricey, but delicious.",FOOD#PRICES,positive
"Pricey, but delicious.",FOOD#QUALITY,positive
Seriously best buffet I've ever been too.,RESTAURANT#GENERAL,positive
The drive thru is the weirdest configured drive thru - odd curve to get to window!,RESTAURANT#MISCELLANEOUS,negative
Pretty much everything is good.,FOOD#QUALITY,positive
"Great service, good matcha tea",SERVICE#GENERAL,positive
"Great service, good matcha tea",DRINKS#QUALITY,positive
One of my favourite Starbucks stores in San Antonio!,RESTAURANT#GENERAL,positive
"Excellent (and friendly) staff, very clean, and usually just busy enough.",SERVICE#GENERAL,positive
"Excellent (and friendly) staff, very clean, and usually just busy enough.",AMBIENCE#GENERAL,positive
Try the Crispy Fried Smelts,FOOD#QUALITY,positive
4 to 6 most days - great music with the Happy Hour,AMBIENCE#GENERAL,positive
Been here lots of times.,RESTAURANT#GENERAL,positive
Slowest starbucks ever.,SERVICE#GENERAL,positive
"Don't go inside for service, use drive thru.",SERVICE#GENERAL,negative
I love this ;-),RESTAURANT#GENERAL,positive
Found alot of baby cockroaches on the wall and even ur dining table!,AMBIENCE#GENERAL,negative
Very friendly service.,SERVICE#GENERAL,positive
Apple pie and crab cake :smiling_face_with_heart-eyes:,FOOD#QUALITY,positive
Apple pie and crab cake :smiling_face_with_heart-eyes:,FOOD#QUALITY,positive
"The coffee here is great, they have an extensive menu with a lot of good food, serve breakfast all day, are open until midnight, and have free wifi.",DRINKS#QUALITY,positive
"The coffee here is great, they have an extensive menu with a lot of good food, serve breakfast all day, are open until midnight, and have free wifi.",FOOD#STYLE_OPTIONS,positive
"The coffee here is great, they have an extensive menu with a lot of good food, serve breakfast all day, are open until midnight, and have free wifi.",FOOD#QUALITY,positive
"The coffee here is great, they have an extensive menu with a lot of good food, serve breakfast all day, are open until midnight, and have free wifi.",SERVICE#GENERAL,positive
"The coffee here is great, they have an extensive menu with a lot of good food, serve breakfast all day, are open until midnight, and have free wifi.",RESTAURANT#MISCELLANEOUS,positive
"The waitstaff is crazy, but fun.",SERVICE#GENERAL,positive
"The waitstaff is crazy, but fun.",SERVICE#GENERAL,positive
I love it here.,RESTAURANT#GENERAL,positive
Fabulous new fit out and even better coffee!,DRINKS#QUALITY,positive
Fabulous new fit out and even better coffee!,AMBIENCE#GENERAL,positive
The window is s good place to people watch,LOCATION#GENERAL,positive
The lunch special is a great price and the rolls are delicious.,FOOD#QUALITY,positive
The lunch special is a great price and the rolls are delicious.,FOOD#PRICES,positive
One of the best coffee in the area beautiful shop,DRINKS#QUALITY,positive
One of the best coffee in the area beautiful shop,AMBIENCE#GENERAL,positive
Best coffee in town.,DRINKS#QUALITY,positive
Friendly service too!,SERVICE#GENERAL,positive
Best Burgers in town!,FOOD#QUALITY,positive
Everything is so fresh and delicious!,FOOD#QUALITY,positive
My favorite chinese resteraunt....,RESTAURANT#GENERAL,positive
Avoid the diner it s expensive and not really good!,FOOD#QUALITY,negative
Avoid the diner it s expensive and not really good!,FOOD#PRICES,negative
Bug deception,AMBIENCE#GENERAL,positive
Pumpkin cream cheese donuts rock!,FOOD#QUALITY,positive
Great food...slow service.,FOOD#QUALITY,positive
Great food...slow service.,SERVICE#GENERAL,negative
Must try the vege tomyam curry mee!,FOOD#QUALITY,positive
One of the few chain places I know that do a Cortado,RESTAURANT#MISCELLANEOUS,neutral
Best buffet and variety is huge!! <3,FOOD#QUALITY,positive
Best buffet and variety is huge!! <3,FOOD#STYLE_OPTIONS,positive
Best buffet and variety is huge!! <3,RESTAURANT#GENERAL,positive
Best diner in the area.,FOOD#QUALITY,positive
Good food and friendly service.,FOOD#QUALITY,positive
Good food and friendly service.,SERVICE#GENERAL,positive
Their corned beef breakfast is awesome.,FOOD#QUALITY,positive
Great place...,RESTAURANT#GENERAL,positive
Great food...,FOOD#QUALITY,positive
You gotta go!,RESTAURANT#GENERAL,positive
always like cuppa,RESTAURANT#GENERAL,positive
"Believe it or not, all the sandwiches that are made in the back where the Deli is are so fresh and delicious especially the hot subs, and the cold cuts you can't beat it.",FOOD#QUALITY,positive
"Believe it or not, all the sandwiches that are made in the back where the Deli is are so fresh and delicious especially the hot subs, and the cold cuts you can't beat it.",FOOD#QUALITY,positive
"Believe it or not, all the sandwiches that are made in the back where the Deli is are so fresh and delicious especially the hot subs, and the cold cuts you can't beat it.",FOOD#QUALITY,positive
"Believe it or not, all the sandwiches that are made in the back where the Deli is are so fresh and delicious especially the hot subs, and the cold cuts you can't beat it.",FOOD#QUALITY,positive
Pricing is very reasonable!,RESTAURANT#PRICES,positive
"If it's December and you didn't order a slice of Candy Cane Pie or Gingerbread Pie, you may want to seek out medical attention!",FOOD#QUALITY,positive
"If it's December and you didn't order a slice of Candy Cane Pie or Gingerbread Pie, you may want to seek out medical attention!",FOOD#QUALITY,positive
"Great Coffee, Can ring ahead to take away too.",DRINKS#QUALITY,positive
Had the 3-way cannelloni and it was really delicious!,FOOD#QUALITY,positive
Very popular...don't get there late unless you're prepared to wait for at least an hour...great food :),FOOD#QUALITY,positive
Very popular...don't get there late unless you're prepared to wait for at least an hour...great food :),AMBIENCE#GENERAL,positive
"lunch prix fixe is only $39, add the $10 for the pasta course!",RESTAURANT#PRICES,positive
The Garlic Bread is delicious try it.. :),FOOD#QUALITY,positive
The Garlic Bread is delicious try it.. :),RESTAURANT#GENERAL,positive
best ever appetizer!skillet chip nachos!yum!,FOOD#QUALITY,positive
best ever appetizer!skillet chip nachos!yum!,FOOD#QUALITY,positive
the Pescado Burrito is excellent,FOOD#QUALITY,positive
"The Mozzarella balls are humongous, but pair with the pesto sauces, it's a unique dining experience.",FOOD#STYLE_OPTIONS,positive
"The Mozzarella balls are humongous, but pair with the pesto sauces, it's a unique dining experience.",FOOD#QUALITY,positive
good crawfish pies and a cool environment,FOOD#QUALITY,positive
good crawfish pies and a cool environment,AMBIENCE#GENERAL,positive
"The sushi is pretty good, but the size of the portions is excessive - hard to eat.",FOOD#QUALITY,positive
"The sushi is pretty good, but the size of the portions is excessive - hard to eat.",FOOD#STYLE_OPTIONS,negative
If you want to order a hot beverage ask arthur to draw you something on your cup,SERVICE#GENERAL,positive
This place is AWESOME for drinks.,DRINKS#QUALITY,positive
You get a pitcher of sangria for $10 or of beer for $7!,DRINKS#PRICES,positive
You get a pitcher of sangria for $10 or of beer for $7!,DRINKS#PRICES,positive
"Check the daily specials, they are really good!",FOOD#QUALITY,positive
Love the Captain Crunch Nutty Brother.. to die for!,FOOD#QUALITY,positive
The beer mac and cheese is a huge portion and absolutely delicious.,FOOD#STYLE_OPTIONS,positive
The beer mac and cheese is a huge portion and absolutely delicious.,FOOD#QUALITY,positive
must go and stay,RESTAURANT#GENERAL,positive
Was not rushed out once we finished with our food unlike some of the other local restaurants.,SERVICE#GENERAL,positive
Food was tasty & fresh.,FOOD#QUALITY,positive
Thumbs up.,RESTAURANT#GENERAL,positive
Try the Hot Chick xD Delicious.,FOOD#QUALITY,positive
No starbucks yes nero,RESTAURANT#GENERAL,negative
No starbucks yes nero,RESTAURANT#GENERAL,positive
Loved The Thundercat (burger).,FOOD#QUALITY,positive
Should check it out.,FOOD#QUALITY,positive
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",AMBIENCE#GENERAL,negative
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",SERVICE#GENERAL,negative
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",FOOD#QUALITY,negative
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",FOOD#QUALITY,positive
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",FOOD#QUALITY,positive
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",DRINKS#QUALITY,positive
"Excellent and seasonally changing craft beers, brewed on premises in their own microbrewery.",DRINKS#QUALITY,positive
"The original, pilsener and wheat beer are always available.",FOOD#STYLE_OPTIONS,positive
"The original, pilsener and wheat beer are always available.",DRINKS#STYLE_OPTIONS,positive
Excellent choice for beer aficionados.,RESTAURANT#GENERAL,positive
The best croissants in Bratislava,FOOD#QUALITY,positive
Nice & Healthy food ;),FOOD#QUALITY,positive
Fondue Mondays.,FOOD#QUALITY,positive
They're pretty good and very inexpensive.,FOOD#QUALITY,positive
They're pretty good and very inexpensive.,FOOD#PRICES,positive
Deep fried cheeseburger spring rolls.,FOOD#QUALITY,positive
Ask for the seared scallops with pepper jack poblano grits.,FOOD#QUALITY,positive
We can't get enough of it.,FOOD#QUALITY,positive
(And everything tastes better when devoured on a garden patio),AMBIENCE#GENERAL,positive
"Excellent food, huge wine variety, nice ambience & great service!",FOOD#QUALITY,positive
"Excellent food, huge wine variety, nice ambience & great service!",DRINKS#STYLE_OPTIONS,positive
"Excellent food, huge wine variety, nice ambience & great service!",AMBIENCE#GENERAL,positive
"Excellent food, huge wine variety, nice ambience & great service!",SERVICE#GENERAL,positive
very tasty!,FOOD#QUALITY,positive
Try our pumpkin smash it's likes pumpkin pie in a cup!!!!!!,FOOD#QUALITY,positive
Yummy :-),FOOD#QUALITY,positive
This million calorie shake is worth it!,FOOD#QUALITY,positive
"The onion rings are large, crunchy and awesome.",FOOD#QUALITY,positive
"The onion rings are large, crunchy and awesome.",FOOD#STYLE_OPTIONS,positive
Try turkish coffee on sand!,DRINKS#QUALITY,positive
A true delight :) Also once in month on Mondays they hold poetry readings.,DRINKS#QUALITY,positive
A true delight :) Also once in month on Mondays they hold poetry readings.,AMBIENCE#GENERAL,positive
This has been my fave place for breakfast since I was in jr.,RESTAURANT#GENERAL,positive
High.,RESTAURANT#GENERAL,positive
Wow.,RESTAURANT#GENERAL,positive
I love all the omlettes.,FOOD#QUALITY,positive
My fave is the ham & cheese with potatoes and wheat toast.,FOOD#QUALITY,positive
Try the Hopfenweisse (TAP 5) if you like really hoppy beer,DRINKS#QUALITY,positive
"Bocca coffee and Ottolenghi-inspired, healthy dishes.",DRINKS#QUALITY,positive
"Bocca coffee and Ottolenghi-inspired, healthy dishes.",FOOD#QUALITY,positive
"Take away, or make yourself comfy with your delis in the welcoming, homey space.",FOOD#QUALITY,positive
"Take away, or make yourself comfy with your delis in the welcoming, homey space.",AMBIENCE#GENERAL,positive
The fried fish here is tiny.,FOOD#STYLE_OPTIONS,negative
Please get bigger cups for water,DRINKS#STYLE_OPTIONS,negative
"The sandwiches are AMAZING, the coffee is :thumbs_up: and the people who work here are super friendly.",FOOD#QUALITY,positive
"The sandwiches are AMAZING, the coffee is :thumbs_up: and the people who work here are super friendly.",DRINKS#STYLE_OPTIONS,positive
"The sandwiches are AMAZING, the coffee is :thumbs_up: and the people who work here are super friendly.",SERVICE#GENERAL,positive
Gotta love Wawa!,RESTAURANT#GENERAL,positive
The place is cool but the food is not good at all !,AMBIENCE#GENERAL,positive
The place is cool but the food is not good at all !,FOOD#QUALITY,negative
It doesn't even worth trying !,RESTAURANT#GENERAL,negative
the worst burger I've ever tried,FOOD#QUALITY,negative
Great choice in the area - had dinner and was impressed enough to repeat for lunch next day!,RESTAURANT#GENERAL,positive
Go w/ the seafood.,FOOD#QUALITY,positive
"Server was perplexed upon hearing about Foursquare ""special"".",SERVICE#GENERAL,negative
Boo.,SERVICE#GENERAL,negative
Omg.,RESTAURANT#GENERAL,positive
"The ultimate, ultimate grilled cheese has jalapeño Mac n cheese and pulled pork within this crazy Sammie.",FOOD#QUALITY,positive
"Instead of ketchup, dip your fries in the big bad wolf sause!",FOOD#QUALITY,positive
Yummmmm <3,FOOD#QUALITY,positive
Good food good service,SERVICE#GENERAL,positive
Good food good service,FOOD#QUALITY,positive
Freshest food & best happy hour in town! $2 craft pints 4-7.,FOOD#QUALITY,positive
Freshest food & best happy hour in town! $2 craft pints 4-7.,RESTAURANT#MISCELLANEOUS,positive
Freshest food & best happy hour in town! $2 craft pints 4-7.,DRINKS#PRICES,positive
Great staff and service as well!,SERVICE#GENERAL,positive
Great staff and service as well!,SERVICE#GENERAL,positive
Service SUCKS!!!,SERVICE#GENERAL,negative
And is overpriced AVOID leave while you can.,RESTAURANT#PRICES,negative
And is overpriced AVOID leave while you can.,RESTAURANT#GENERAL,negative
Service does not come with a smile it comes with an attitude,SERVICE#GENERAL,negative
Not a fan of the new Frappuccinos...,DRINKS#QUALITY,negative
If I were you I'd go for a Strawberry Smoothie with no Protein but add java chips.,DRINKS#QUALITY,positive
If I were you I'd go for a Strawberry Smoothie with no Protein but add java chips.,FOOD#QUALITY,positive
"It is, THE BOMB.",DRINKS#QUALITY,positive
Excellent place to be with friends ... free karaoke guys... and great food ... unique design as jungle look a like ... two thumbs up ...!,RESTAURANT#GENERAL,positive
Excellent place to be with friends ... free karaoke guys... and great food ... unique design as jungle look a like ... two thumbs up ...!,FOOD#QUALITY,positive
Excellent place to be with friends ... free karaoke guys... and great food ... unique design as jungle look a like ... two thumbs up ...!,AMBIENCE#GENERAL,positive
Excellent place to be with friends ... free karaoke guys... and great food ... unique design as jungle look a like ... two thumbs up ...!,AMBIENCE#GENERAL,positive
Ask for Krystal.,SERVICE#GENERAL,positive
She is the bomb dot com.,SERVICE#GENERAL,positive
Come after 3 p.m for the delicious warm scones!,FOOD#QUALITY,positive
Probably the best Veg restaurant on sinhagad road.,RESTAURANT#GENERAL,positive
Try paneer tikka,FOOD#STYLE_OPTIONS,positive
"They do have a firm $5 minimum for a credit card charge, that's my only complaint.",RESTAURANT#MISCELLANEOUS,negative
"Very good friendly service, and they promptly bring refills",SERVICE#GENERAL,positive
PEACHY PERFECTION!!!,RESTAURANT#GENERAL,positive
That's how you know how good it is!,FOOD#QUALITY,positive
Never had a good espresso here--only amazing espresso!,FOOD#QUALITY,positive
Very bad service!,SERVICE#GENERAL,positive
Love the free chips n salsa with every check in!,FOOD#QUALITY,positive
Best Bloody Mary's in downtown Hendersonvile....,DRINKS#QUALITY,positive
Parking is a nightmare,RESTAURANT#MISCELLANEOUS,negative
Best pizza you will ever have!,FOOD#QUALITY,positive
"The Meat King is a must and is also the one featured on the show, ""You Gotta Eat Here.""",FOOD#QUALITY,positive
Take the coconut ice cream – it's incredible!,FOOD#QUALITY,positive
The best West Indian Fried Rice.,FOOD#QUALITY,positive
Pamela was a GREAT server :),SERVICE#GENERAL,positive
They have the best Pad Thai!,FOOD#QUALITY,positive
"This place has friendly cool staff and atmosphere, separated smoking room,generous menu,NOT for professionals though!",SERVICE#GENERAL,positive
"This place has friendly cool staff and atmosphere, separated smoking room,generous menu,NOT for professionals though!",AMBIENCE#GENERAL,positive
"This place has friendly cool staff and atmosphere, separated smoking room,generous menu,NOT for professionals though!",AMBIENCE#GENERAL,positive
"This place has friendly cool staff and atmosphere, separated smoking room,generous menu,NOT for professionals though!",FOOD#STYLE_OPTIONS,positive
"Must try: truffles scrambled eggs, crab tiramisu and wagyu",FOOD#QUALITY,positive
"Must try: truffles scrambled eggs, crab tiramisu and wagyu",FOOD#QUALITY,positive
"Must try: truffles scrambled eggs, crab tiramisu and wagyu",FOOD#QUALITY,positive
This place has the worst service I don't care that it has an outdoor seating that people rave about !,SERVICE#GENERAL,negative
This place has the worst service I don't care that it has an outdoor seating that people rave about !,AMBIENCE#GENERAL,negative
In fact it's UGLY:neutral_face: and most of the food isn't available,FOOD#STYLE_OPTIONS,negative
In fact it's UGLY:neutral_face: and most of the food isn't available,RESTAURANT#GENERAL,negative
for take-away the service is rather slow,SERVICE#GENERAL,negative
Go when it's real busy for fresh foods.,FOOD#QUALITY,positive
Slowest drive through ever.,SERVICE#GENERAL,negative
"Try Taqueria - L3 #03-29: Being intense foodies, we had the privilege to try the most unique Taco experience bar none.",RESTAURANT#GENERAL,positive
"Try Taqueria - L3 #03-29: Being intense foodies, we had the privilege to try the most unique Taco experience bar none.",RESTAURANT#GENERAL,positive
"Bite & texture of the shell makes it all; Pollo, Carne, Pescado, all superb!!",FOOD#QUALITY,positive
"Bite & texture of the shell makes it all; Pollo, Carne, Pescado, all superb!!",FOOD#QUALITY,positive
"Bite & texture of the shell makes it all; Pollo, Carne, Pescado, all superb!!",FOOD#QUALITY,positive
"Bite & texture of the shell makes it all; Pollo, Carne, Pescado, all superb!!",FOOD#QUALITY,positive
Chewy calamari.,FOOD#QUALITY,negative
Salads swimming in dressing.,FOOD#QUALITY,negative
Clumpy oily cream sauce.,FOOD#QUALITY,negative
Warm beer.,DRINKS#QUALITY,negative
Blech!,RESTAURANT#GENERAL,negative
"I loved the philly steak sandwich, recommended :thumbs_up:",FOOD#QUALITY,positive
I like this one better than most in the area,RESTAURANT#GENERAL,positive
Try their 2ar3 3assal great way to end up a meal,FOOD#QUALITY,positive
They run awesome specials daily!!,FOOD#QUALITY,positive
It was so hot my kids refused to eat.,AMBIENCE#GENERAL,negative
The air conditioning is on but it is cooler outside (with a breeze) than inside.,AMBIENCE#GENERAL,negative
They think they are saving a few pennies...,SERVICE#GENERAL,negative
Don't get the reuben.,FOOD#QUALITY,negative
One of the worst I've ever had.,FOOD#QUALITY,negative
"The other menu items I've had are quite good, however.",FOOD#QUALITY,positive
Soo yummy!!,FOOD#QUALITY,positive
Order the iced green tea strawberry creme ....So good,FOOD#QUALITY,positive
"It's not on the menu as a dipping sauce, but ask for the Creamy Jalapeño sauce as a dip for your tortilla chips",FOOD#QUALITY,positive
"Good beer, tourist prices ;)",DRINKS#QUALITY,positive
"Good beer, tourist prices ;)",RESTAURANT#PRICES,negative
Nice and quite place with relaxed atmosphere at the midst of the relatively business district.,RESTAURANT#GENERAL,positive
Nice and quite place with relaxed atmosphere at the midst of the relatively business district.,AMBIENCE#GENERAL,positive
"Great place for Friends, Family, and couples during the evening.",RESTAURANT#MISCELLANEOUS,positive
Need to improve the service though!,SERVICE#GENERAL,negative
Expensive and not very authentic.,RESTAURANT#PRICES,negative
Thurs/Fri are the best nights,RESTAURANT#MISCELLANEOUS,positive
The brownie was quite tasty,FOOD#QUALITY,positive
"The dish is great, some are so-so but still great.",FOOD#QUALITY,positive
"The dish is great, some are so-so but still great.",FOOD#QUALITY,neutral
Love the salad and fruit bar.,FOOD#STYLE_OPTIONS,positive
Fancy interior design.,AMBIENCE#GENERAL,positive
8pc spicy tuna roll for only $2!,FOOD#PRICES,positive
Pork tacos a little salty but good size portion.,FOOD#QUALITY,neutral
Pork tacos a little salty but good size portion.,FOOD#STYLE_OPTIONS,positive
Love the strawberry salad :),FOOD#QUALITY,positive
Love the whole wheat bread...,FOOD#QUALITY,positive
Yummmmy!!,FOOD#QUALITY,positive
Really great pho in a hole in the wall on Colfax.,FOOD#QUALITY,positive
Get the beef pho! (and they deliver),FOOD#QUALITY,positive
the baby back ribs & shrimp is always da best.... ♡,FOOD#QUALITY,positive
the baby back ribs & shrimp is always da best.... ♡,FOOD#QUALITY,positive
"If you're in lewiston,ME,you cant deny yourself the best atmosphere and the friendliest service you will ever find at a restaurant.",AMBIENCE#GENERAL,positive
"If you're in lewiston,ME,you cant deny yourself the best atmosphere and the friendliest service you will ever find at a restaurant.",SERVICE#GENERAL,positive
Sweet & Chilli chicken!!!,FOOD#QUALITY,positive
"Absolutely the best little coffee shop around... one of everything... mix your own flavors of coffee beans,...",RESTAURANT#GENERAL,positive
"Absolutely the best little coffee shop around... one of everything... mix your own flavors of coffee beans,...",FOOD#STYLE_OPTIONS,positive
One of my fav burger joint.,RESTAURANT#GENERAL,positive
If u love classic you get The Shack and their signature frieds.,FOOD#QUALITY,positive
