review,aspect,sentiment
"""---""",RESTAURANT#GENERAL,positive
"""---""",RESTAURANT#MISCELLANEOUS,positive
"""---""",SERVICE#GENERAL,positive
 Fabulous new fit out and even better coffee!,n/a,n/a
 The window is s good place to people watch,n/a,n/a
 The lunch special is a great price and the rolls are delicious.,FOOD#PRICES,positive
"""---""",FOOD#QUALITY,positive
 One of the best coffee in the area beautiful shop,n/a,n/a
 Best coffee in town. Friendly service too!,DRINKS#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
 Best Burgers in town! Everything is so fresh and delicious!,n/a,n/a
 My favorite chinese resteraunt....,n/a,n/a
 Avoid the diner it s expensive and not really good! Bug deception,AMBIENCE#GENERAL,positive
"""---""",FOOD#QUALITY,positive
 Pumpkin cream cheese donuts rock!,n/a,n/a
 Great food...slow service.,n/a,n/a
 Must try the vege tomyam curry mee!,n/a,n/a
 One of the few chain places I know that do a Cortado,RESTAURANT#MISCELLANEOUS,positive
 Best buffet and variety is huge!! <3,FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
"""---""",RESTAURANT#GENERAL,positive
 Best diner in the area. Good food and friendly service. Their corned beef breakfast is awesome.,FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
 Great place... Great food... You gotta go!,FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 always like cuppa,n/a,n/a
" Believe it or not, all the sandwiches that are made in the back where the Deli is are so fresh and delicious especially the hot subs, and the cold cuts you can't beat it. Pricing is very reasonable!",FOOD#QUALITY,positive
"""---""",RESTAURANT#PRICES,positive
 Just got in from australia about a week ago and this is an exact replica of what you'd see in Sydney or Melbourne.,n/a,n/a
" If it's December and you didn't order a slice of Candy Cane Pie or Gingerbread Pie, you may want to seek out medical attention!",n/a,n/a
" Great Coffee, Can ring ahead to take away too.",n/a,n/a
 Had the 3-way cannelloni and it was really delicious!,n/a,n/a
 Very popular...don't get there late unless you're prepared to wait for at least an hour...great food :),AMBIENCE#GENERAL,positive
"""---""",FOOD#QUALITY,positive
" lunch prix fixe is only $39, add the $10 for the pasta course!",n/a,n/a
 The Garlic Bread is delicious try it.. :),n/a,n/a
 best ever appetizer!skillet chip nachos!yum!,n/a,n/a
 the Pescado Burrito is excellent,n/a,n/a
" Come here if you're a die-hard cheese fan. The Mozzarella balls are humongous, but pair with the pesto sauces, it's a unique dining experience.",n/a,n/a
 good crawfish pies and a cool environment,n/a,n/a
 hidden pan mee shop,n/a,n/a
 Ask for Garlic Balsamic Vinegar added to your Chicken Cheese Steak,n/a,n/a
" The sushi is pretty good, but the size of the portions is excessive - hard to eat.",FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
 If you want to order a hot beverage ask arthur to draw you something on your cup,n/a,n/a
" This place is AWESOME for drinks. You get a pitcher of sangria for $10 or of beer for $7! Check the daily specials, they are really good! Love the Captain Crunch Nutty Brother.. to die for!",DRINKS#PRICES,positive
"""---""",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
 The beer mac and cheese is a huge portion and absolutely delicious.,n/a,n/a
 must go and stay,n/a,n/a
 Was not rushed out once we finished with our food unlike some of the other local restaurants. Food was tasty & fresh. Thumbs up.,n/a,n/a
 Try the Hot Chick xD Delicious.,n/a,n/a
 No starbucks yes nero,RESTAURANT#GENERAL,positive
 Loved The Thundercat (burger). Should check it out.,n/a,n/a
" Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",AMBIENCE#GENERAL,positive
"""---""",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
" Excellent and seasonally changing craft beers, brewed on premises in their own microbrewery. The original, pilsener and wheat beer are always available. Excellent choice for beer aficionados.",DRINKS#QUALITY,positive
"""---""",DRINKS#STYLE_OPTIONS,positive
"""---""",FOOD#STYLE_OPTIONS,positive
"""---""",RESTAURANT#GENERAL,positive
 The best croissants in Bratislava,n/a,n/a
 Nice & Healthy food ;),n/a,n/a
 Fondue Mondays. They're pretty good and very inexpensive.,FOOD#QUALITY,positive
 Deep fried cheeseburger spring rolls. Need I say more?,n/a,n/a
 Ask for the seared scallops with pepper jack poblano grits. We can't get enough of it. (And everything tastes better when devoured on a garden patio),AMBIENCE#GENERAL,positive
"""---""",FOOD#QUALITY,positive
" Excellent food, huge wine variety, nice ambience & great service!",AMBIENCE#GENERAL,positive
"""---""",DRINKS#STYLE_OPTIONS,positive
"""---""",FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
 very tasty!,n/a,n/a
 Try our pumpkin smash it's likes pumpkin pie in a cup!!!!!! Yummy :-),n/a,n/a
 This million calorie shake is worth it!,n/a,n/a
" The onion rings are large, crunchy and awesome.",n/a,n/a
 Try turkish coffee on sand! A true delight :) Also once in month on Mondays they hold poetry readings.,AMBIENCE#GENERAL,positive
"""---""",DRINKS#QUALITY,positive
 This has been my fave place for breakfast since I was in jr. High. Wow. I love all the omlettes. My fave is the ham & cheese with potatoes and wheat toast. It's more special now with my fiancé.,FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 Try the Hopfenweisse (TAP 5) if you like really hoppy beer,n/a,n/a
" Bocca coffee and Ottolenghi-inspired, healthy dishes. Take away, or make yourself comfy with your delis in the welcoming, homey space.",AMBIENCE#GENERAL,positive
"""---""",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
 The fried fish here is tiny.,n/a,n/a
 Please get bigger cups for water,DRINKS#STYLE_OPTIONS,positive
" The sandwiches are AMAZING, the coffee is :thumbs_up: and the people who work here are super friendly. Gotta love Wawa!",DRINKS#STYLE_OPTIONS,positive
"""---""",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 The place is cool but the food is not good at all ! It doesn't even worth trying !,AMBIENCE#GENERAL,positive
"""---""",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 the worst burger I've ever tried,n/a,n/a
" Great choice in the area - had dinner and was impressed enough to repeat for lunch next day! Go w/ the seafood. Server was perplexed upon hearing about Foursquare ""special"". Boo.",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
" Omg. The ultimate, ultimate grilled cheese has jalapeño Mac n cheese and pulled pork within this crazy Sammie.",n/a,n/a
 Call 87878 for delivery via citydelivery.ph,n/a,n/a
" Instead of ketchup, dip your fries in the big bad wolf sause! Yummmmm <3",n/a,n/a
 Good food good service,n/a,n/a
 Freshest food & best happy hour in town! $2 craft pints 4-7. Great staff and service as well!,FOOD#QUALITY,positive
"""---""",RESTAURANT#MISCELLANEOUS,positive
"""---""",SERVICE#GENERAL,positive
 Service SUCKS!!! And is overpriced AVOID leave while you can. Service does not come with a smile it comes with an attitude,RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
"""---""",SERVICE#GENERAL,negative
" Not a fan of the new Frappuccinos... If I were you I'd go for a Strawberry Smoothie with no Protein but add java chips. It is, THE BOMB.",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
 Excellent place to be with friends ... free karaoke guys... and great food ... unique design as jungle look a like ... two thumbs up ...!,AMBIENCE#GENERAL,positive
"""---""",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
" Ask for Krystal. She is the bomb dot com. Tell her ""hi"" from the Alabama crew!",SERVICE#GENERAL,positive
 Book with RoundMenu and get 35% off total bill on weekdays..,n/a,n/a
 Come after 3 p.m for the delicious warm scones!,n/a,n/a
 Probably the best Veg restaurant on sinhagad road. Try paneer tikka,FOOD#STYLE_OPTIONS,positive
"""---""",RESTAURANT#GENERAL,positive
" They do have a firm $5 minimum for a credit card charge, that's my only complaint.",n/a,n/a
" Very good friendly service, and they promptly bring refills",n/a,n/a
 PEACHY PERFECTION!!! I wrote it all in caps! That's how you know how good it is!,n/a,n/a
 Never had a good espresso here--only amazing espresso!,n/a,n/a
 Very bad service!,n/a,n/a
 Love the free chips n salsa with every check in!,n/a,n/a
 Best Bloody Mary's in downtown Hendersonvile....,n/a,n/a
 Parking is a nightmare,n/a,n/a
" Best pizza you will ever have! The Meat King is a must and is also the one featured on the show, ""You Gotta Eat Here."" Call and order beforehand since they run out fast!",n/a,n/a
 Take the coconut ice cream – it's incredible!,n/a,n/a
 The best West Indian Fried Rice.,n/a,n/a
 Pamela was a GREAT server :),n/a,n/a
 They have the best Pad Thai!,n/a,n/a
" This place has friendly cool staff and atmosphere, separated smoking room,generous menu,NOT for professionals though!",AMBIENCE#GENERAL,positive
"""---""",FOOD#STYLE_OPTIONS,positive
"""---""",SERVICE#GENERAL,positive
" Must try: truffles scrambled eggs, crab tiramisu and wagyu",n/a,n/a
 This place has the worst service I don't care that it has an outdoor seating that people rave about ! In fact it's UGLY:neutral_face: and most of the food isn't available,AMBIENCE#GENERAL,positive
"""---""",FOOD#STYLE_OPTIONS,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 for take-away the service is rather slow,n/a,n/a
" Go when it's real busy for fresh foods. They ask for gratuity when you 1st pay, save it for the table to see how service is.",n/a,n/a
 Slowest drive through ever.,n/a,n/a
" Try Taqueria - L3 #03-29: Being intense foodies, we had the privilege to try the most unique Taco experience bar none. Bite & texture of the shell makes it all; Pollo, Carne, Pescado, all superb!!",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 I don't understand any of these reviews. Chewy calamari. Salads swimming in dressing. Clumpy oily cream sauce. Warm beer. Blech!,DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
" I loved the philly steak sandwich, recommended :thumbs_up:",n/a,n/a
 I like this one better than most in the area,n/a,n/a
 It's called The Diner now...FYI,n/a,n/a
 Try their 2ar3 3assal great way to end up a meal,n/a,n/a
 Try the 5th!! They are always a great suprise!! They run awesome specials daily!! Just ask!!,n/a,n/a
 It was so hot my kids refused to eat. The air conditioning is on but it is cooler outside (with a breeze) than inside. They think they are saving a few pennies... It was empty on a Wed afternoon,AMBIENCE#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
" Don't get the reuben. One of the worst I've ever had. The other menu items I've had are quite good, however.",FOOD#QUALITY,positive
" Mixed with almond, chocolatechips, blueberry, crushedgrahams. Soo yummy!!",n/a,n/a
 Order the iced green tea strawberry creme ....So good,n/a,n/a
" It's not on the menu as a dipping sauce, but ask for the Creamy Jalapeño sauce as a dip for your tortilla chips",n/a,n/a
 I'm having sirloin with BBQ sauce and mozzarella cheese mushroom burger,n/a,n/a
" Good beer, tourist prices ;)",DRINKS#QUALITY,positive
"""---""",RESTAURANT#PRICES,positive
" Nice and quite place with relaxed atmosphere at the midst of the relatively business district. Great place for Friends, Family, and couples during the evening. Need to improve the service though!",AMBIENCE#GENERAL,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",RESTAURANT#MISCELLANEOUS,positive
"""---""",SERVICE#GENERAL,positive
 Expensive and not very authentic.,RESTAURANT#PRICES,positive
 Wed is sausagefest. Thurs/Fri are the best nights,n/a,n/a
 The brownie was quite tasty,n/a,n/a
" The dish is great, some are so-so but still great. Love the salad and fruit bar. Fancy interior design.",AMBIENCE#GENERAL,positive
"""---""",FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
 8pc spicy tuna roll for only $2!,n/a,n/a
 Pork tacos a little salty but good size portion. Love the strawberry salad :),FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
 Love the whole wheat bread... Just noticed today that CF sells a whole baguette. Yummmmy!!,n/a,n/a
 Really great pho in a hole in the wall on Colfax. Get the beef pho! (and they deliver),n/a,n/a
 the baby back ribs & shrimp is always da best.... ♡,n/a,n/a
" If you're in lewiston,ME,you cant deny yourself the best atmosphere and the friendliest service you will ever find at a restaurant.",AMBIENCE#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 Sweet & Chilli chicken!!!,n/a,n/a
 El meseroo distraidooo -_____-,n/a,n/a
" Absolutely the best little coffee shop around... one of everything... mix your own flavors of coffee beans,...",n/a,n/a
 One of my fav burger joint. If u love classic you get The Shack and their signature frieds. More click here : http://www.taufulou.com/2013/06/28/kgb-jalan-telawi-bangsar/,FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",FOOD#PRICES,negative
 Try Por Pia Thod n' Tod Mun Pla or Goong,n/a,n/a
" Forgot to mention, cash only! So be prepared.",n/a,n/a
 Sunday brunch is awesome,n/a,n/a
 Call ahead to get a Hot-N-Ready pizza! They never have any ready don't know why they call it that then!!!,n/a,n/a
" Love all Cuban food, here the best menu item is the roast pork",n/a,n/a
 Just amazing burgers!,n/a,n/a
 Downstairs. Photobooth. Huge mirrored bathrooms. Groupergram fun.,n/a,n/a
" For WiFi, use Kepler's",n/a,n/a
 Order your favorite breakfast or brunch item on a weekend (I recommend the Nova on a Bagel) and do some people watching in Lake Worth.,n/a,n/a
 Phone number 973-484-5718 so I don't have to keep asking Herb lol,n/a,n/a
" Request Jessica as your server, she's great!",n/a,n/a
" No drive-through, so have fun navigating the horrible parking lot and snarled entryway.",n/a,n/a
 Might be the best sandwich spot I've been to. Be prepared to wait in line... The wait is worth it.,FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 Food is awesome! The Wait staff is cool and helpful. Really good live music!,AMBIENCE#GENERAL,positive
"""---""",FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
 Garlic bread-> heaven,n/a,n/a
" This place gives Hot Doug's a run for it's money. If they had duck fat fries and a foie gras dog, I'd never go to Chicago again.",n/a,n/a
 Use the door on the left!!!!,n/a,n/a
 I had a meal where the staff from the senior manger to junior team took care of me. Very satisfying customer service & good taste,FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
 Stupid Time Machine now resides at The New Movement (1919 Burgundy) so check out COMEDY BEAST at 8:30 here EVERY TUESDAY! Shit WILL get cray.,n/a,n/a
 I'm the only thing good in here,n/a,n/a
 the fries are good,n/a,n/a
 Amazing dumplings. But I somehow like the pan fried better. The non-veg combo is also a good deal :D,FOOD#QUALITY,positive
 2-4-1 all day every day,n/a,n/a
" Need to take some time to find this restaurant as the road is vry dark. Worth the trip! Must try the steam fish, salted egg sotong, & pork hand!",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 Love the banana foster and red velvet,n/a,n/a
 Mac and cheese is amazing and deceptively filling. Try a biscuit bomb for an app with a friend.,FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
 The food is just excellent! And cava too :),n/a,n/a
 Dont let the odd location scare you. Its a really great place,RESTAURANT#GENERAL,positive
 Don't come by here at 2:30 pm or so unless you want to stand in line with a dozen + teenyboppers!,n/a,n/a
 It's ok! Kashmir Restaurant on Penang Road reins supreme! They have more tender and more fresh chicken! Fresher and tastier dal! Better biryani! Fresher and softer naan - the naan here is cardboard,n/a,n/a
" The mac and cheese isn't quite as good as at Mishkin's, but still a belter.",n/a,n/a
" Ties for fav shawarma in town for me. Try the vegetarian and delicious Sam Sandwich, I'm not even vegetarian and I love it. Lamb is also amazing, not on the menu so you have to ask.",n/a,n/a
 This place rocks. And only five mins from hm. Wooooot,n/a,n/a
" Dan is by far the best ever. He's fast, friendly, and gives great recommendations. Thanks Dan, you rock!",SERVICE#GENERAL,positive
" Love the small, intimate setting here.",n/a,n/a
 Yummy and sexy food :D,n/a,n/a
 Eric's best. Make sure you ask for him!,n/a,n/a
 Great ad amazing food from over 38 different country cuisines!!,n/a,n/a
 I like turtles.,n/a,n/a
" Great drinks and great Ramen ! But beware, the Ramen portions are HUGE.",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
 Always order Breakfast here. It will never do you wrong.,n/a,n/a
 House sauce is amazing with the beer battered fish taco.,n/a,n/a
 Drew is the best bartender in the BAR!!! Go visit him.,n/a,n/a
 Get the sampler until you figure out what your favorite tacos are. Unlock the special and get the free Quesadilla.,n/a,n/a
" OMG go for the Oreo milkshake. Overall it is delicious but a little pricey. $15 for burger, fries, & shake.",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
"""---""",RESTAURANT#PRICES,positive
" Dim Sum Menu is awesome. Get the taro ""footballs"" the sio pao (steamed bbq pork buns) and the pan fried noodles. Pork chop with spicy salt is awesome.",FOOD#QUALITY,positive
 Incredible breakfast. The cornbread with maple syrup rocks.,n/a,n/a
 A must try: lobster nachos. They are fantastic and with a hint of spice,n/a,n/a
" The new owners are awesome! If you haven't been here in a while, check it out!!",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 good coffee,n/a,n/a
" Recommendable; “Tarama” (salted fist roe), sour marinated seabass and pickled tunny.",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 must try apple pie!!! wifi pass:lifestyle,n/a,n/a
 chocolate covered strawberries <3,n/a,n/a
 Try the vinsetta burger. You won't be disappointed!,n/a,n/a
" Shop at Walmart then come here. Or, get drunk here then shop at Walmart",n/a,n/a
" A good selection of food, and fast on bringing out new when the pans are empty. However, avoid the restroom!!!",AMBIENCE#GENERAL,positive
"""---""",FOOD#STYLE_OPTIONS,positive
"""---""",SERVICE#GENERAL,positive
 Salmon Bennie was quite good. I come back often for the burger or skirt sandwich. Great selection of juices and teas. I try to try something new every time.,DRINKS#STYLE_OPTIONS,positive
"""---""",FOOD#QUALITY,positive
 Hipster's paradise. Try the Ethiopian Yirga.,n/a,n/a
" Looking through the bag isn't enough. Dump it out on your seat so you don't drive home without your chicken nuggets. They will make good on the missing nuggets, but that's a half an hour wasted!",SERVICE#GENERAL,positive
" Get the Pu Pu app platter! Bo Bo Chicken is amazing, also!",n/a,n/a
 appetizer - wood-grilled octopus,n/a,n/a
" My all time favorite Mexican restaurant ever. Been going there since I was just a kid, and nobody compares! I highly recommend it!",RESTAURANT#GENERAL,positive
" Mmmm, speculoos mc flurry",n/a,n/a
" Make sure you grab a whole wheat pita, fresh, free and delicious!",n/a,n/a
 This curry mee. I order big size.. when the time it come.. so SMALL portion and it cost rm4.30.. taste bad too...,FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
 Best sandwich shop in Downtown Dallas... and the high-tech beverage dispenser here always provides mid-day entertainment!,AMBIENCE#GENERAL,positive
"""---""",RESTAURANT#GENERAL,positive
 The burgers are served on sourdough bread - and you should eat one!,n/a,n/a
 Just saw the semifreddo go out. I'll have one of those please,n/a,n/a
 Rabarb cream brulee with rabarb sorbet is perfect!,n/a,n/a
 Get the kid's breakfast with the choice of whichever egg from the menu. Quite filling.,FOOD#STYLE_OPTIONS,positive
" The Armani Martini is really good. For dessert, the tiramisu is one of the best around. On Thursdays, come for the amazing free aperitivos during Happy Hour.",DRINKS#PRICES,positive
"""---""",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
" Thai Iced Tea and potstickers were meh, but four entrees we got were AMAZING. Best (and most unique) Thai I've had in a long time.",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
 Don't expect a line. You have to fight your way to place your order,n/a,n/a
 Horrible service. Good thing I checked my order before I left.,n/a,n/a
 feeling a little rich this morning,n/a,n/a
" Great place for a reasonably priced steak dinner in Vegas, service is always impeccable.",RESTAURANT#GENERAL,positive
"""---""",RESTAURANT#PRICES,positive
"""---""",SERVICE#GENERAL,positive
 เกี๊ยวหมู world class :thumbs_up:,n/a,n/a
 Try the Roasted Pear Salad - With obviously a lot of nuts,n/a,n/a
 Food was acceptable. Price was alright. Chicken curry is not good.,FOOD#QUALITY,positive
"""---""",RESTAURANT#PRICES,positive
 Buffalo Medium wings have nice kick and great flavor,n/a,n/a
" Fantastic Italian bistro on the waterfront, delicious food, excellent service, beautiful view and a friendly staff!",FOOD#QUALITY,positive
"""---""",LOCATION#GENERAL,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 Megna have now launched their new website www.megna-cs.com allowing everyone to now order takeaway online or even book a table. Great food if you have never tried it and delivery starting soon.,n/a,n/a
" New staff, not very generous with the toppings, and not very quick... Hope you get the senior staff!",SERVICE#GENERAL,positive
 Get the biscuits & gravy. Just do it.,n/a,n/a
 Choco Banana crepe ($50) is to die for! So much brownie and Nutella! Take out also available.,FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
 Remember going there during the last football world cup. Terribly rude manager.,n/a,n/a
" Why so expensive? Mid level food, ordinary place, nothing special.",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",RESTAURANT#PRICES,positive
 Beat authentic taco truck on the Westside. You can't go wrong with their al pastor tacos. Top with their homemade cucumber/onion/jalapeño mixture for a fresh kick!,FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 Don't forget to order creme brulee as a dessert,n/a,n/a
 Love the chicken and dumplings!,n/a,n/a
" From Hongik Univ station exit #9, walk straight till the you find VIPS steak. Turn left until you see HO Bar III. Turn right at the corner before that and then left when you see a yellow cat painting.",n/a,n/a
 Chicken riggies & garlic knots.,n/a,n/a
 Excellent service here! The Tokyo Fog with tapioca and soy was great!,n/a,n/a
 Hey that's me!,n/a,n/a
 Lobster bisque was excellent,n/a,n/a
 The chai milkshakes are phenomenal!,n/a,n/a
 Try the pljeskavica sandwich. It's a monstrous cross between a gyro and a hamburger. Spectacular.,n/a,n/a
 Don't waste your time (or $$$) on the salads or sandwich. Stick with the lobster roll and lobster mac & cheese and you won't be disappointed. Watch out for overuse of tarragon though....shudder.,FOOD#QUALITY,positive
"""---""",FOOD#PRICES,negative
 You gotta try the cheese cake!,n/a,n/a
 Flores is the best.,n/a,n/a
 can't tell the difference between the new homestyle fries as opposed to the old fries other than the new ones have a little bit of skin on them. still have to drown them in sauce to make them bearable,FOOD#QUALITY,positive
 Bang bang shrimp is the best shrimp ever!,n/a,n/a
 Best salmon sashimi in town.,n/a,n/a
 The food is ok but the service here sucked. I ordered a beer and our food came out but my beer never did. After taking my order we never saw the waiter.,FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,negative
" Best Dunkin' Donuts around! We will always drive further to this one than the one by our home from now on, just because of the great service from a guy named ADAM that was awesome to us!!!!",FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
 Great food great service,n/a,n/a
 Only Starbucks for many miles!,n/a,n/a
" This is a new restaurant off of the square in Ellijay, GA. The restaurant is actually located inside/behind TJ's antiques. I stopped by here with my wife and kids and we loved the chicken salad!",n/a,n/a
 The mushrooms are delicious!!!,n/a,n/a
" For a healthy lunch get the grilled chickens salad with BBQ sauce, ranch and bread.",n/a,n/a
 It's a really authentic Dim Sum Restaurant. Good service + a nice boss that would explain the food to you whenever you have a question. It's tiny inside but it's also all about quality + not quantity.,FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 This place reminds me of home. So thankful WJ's is here. LOVE THE MINI!! ....come to gahanna :D,FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
" If they are busy and say ""seat yourself"", make sure they see where you sit or you could wait a while.",n/a,n/a
 Get the Cortado. The most perfect amount of milk and espresso with a heart on top.,n/a,n/a
" Food is wonderful, but the service can be much better. They seem to be preoccupied with something and tend to ""miss"" eye contact.",FOOD#QUALITY,positive
"""---""",SERVICE#GENERAL,positive
 Adult milkshakes are worth the calories. But highly variable.,DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
 Very nice and quite place ;),n/a,n/a
" Don't let the name fool ya, they've got kickin catfish and fried pickles too, not many are aware of this tidbit.",n/a,n/a
" So many foods here.!! Got shisha, chicken wing, thailand, western and etc .. Come and chill at PakNgah CAFE ("",)",RESTAURANT#GENERAL,positive
 Their Chocolate Chip tastes awesome.,n/a,n/a
 The garlic fries are awesome!!,n/a,n/a
" Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
 Sandwiches and pecan pies are the bomb.,n/a,n/a
 Try the Ryne Sandburger!,n/a,n/a
 Think of Astaria as the Buck's of San Mateo. It's the place to meet if you're part of the Metro San Mateo tech entreprenuerial community!,n/a,n/a
 Must try the crispy duck!,n/a,n/a
 Sweet potato and sage dumplings are the stuff of dreams.,n/a,n/a
" The staff is amazing, and it's a must to have a Sexy girl!! ;) don't leave without her :p",n/a,n/a
" Fav combo would be Tom Yum maggi double with prawns, foo chok + fried fish! Make sure ask for extra soup, extra spicy n extra sour! :ppp",FOOD#QUALITY,positive
 Peanut butermoo'd!,n/a,n/a
 Great place for a meeting. Sit by the warm fire.,AMBIENCE#GENERAL,positive
"""---""",RESTAURANT#MISCELLANEOUS,positive
 Live Music Every Saturday Night 10-1am!!,n/a,n/a
" The tiramisu is fantastic. They give you the cake, coffee, creme, powder and you build it yourself. Delicious.",n/a,n/a
" What isn't good here? My favorite has to be the four veg plate - pintos, fried okra, carrots, and apples...with cornbread of course!",n/a,n/a
" The management is the worst i've ever had to deal with. They take 0 responsibility. Treat their nonfavorite employees like total garbage even when they do their job above the ""favorites"".",SERVICE#GENERAL,positive
 YUM!!!!! this pizza is delicious!!!,n/a,n/a
 They use moldy bread becareful my sandwich had mold on it nasty,n/a,n/a
" Great food and cheap, awesome atmosphere",AMBIENCE#GENERAL,positive
"""---""",FOOD#PRICES,positive
"""---""",FOOD#QUALITY,positive
 Everything on the menu is heaven on your taste buds! I crave their food!,n/a,n/a
 Veggie burrito with shrimp. Yum!,n/a,n/a
 Really very nice an quiet place with beatiful waitress. I strongly recommend to visit this tearoom ;-),AMBIENCE#GENERAL,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 Churchilll sadece burda bol limonlu... :),n/a,n/a
" Good food, service was extremely accommodating, they get an A+ for that!",n/a,n/a
" Fort Wayne's best micro-brew. Grab a booth along the windows & watch traffic as you sip a flight of their beers and munch on a Politician pizza, or Jambalaya Flatbread, a personal favorite of mine.",AMBIENCE#GENERAL,positive
"""---""",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 This place is awesome. Has everything you could want for Mexican cuisine.,n/a,n/a
 Great place before and after work. Nice ambiance! :smiling_face:,AMBIENCE#GENERAL,positive
"""---""",RESTAURANT#GENERAL,positive
 Vegetable pad Thai is the best! Along with the Sapota drink...YUM,DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
 This is Tex Perkins' pub. He has transformed it into a pub with counter meals as well as a fine dining restaurant. It gets my tick!,n/a,n/a
 Best place to eat in Wimberley!!!,n/a,n/a
" 1,000 bank note is not accepted. Please prepare small change.",n/a,n/a
 Crab stuffed artichoke hearts. Delish!,n/a,n/a
 Good stuff,n/a,n/a
 Dj eetu kafamiza saaptin!! You are the best.,n/a,n/a
 Probably the best Starbucks in this state,n/a,n/a
" We get promotion buy 2 get 1 free on sandwich. We also get birthday complementary dessert. the sandwich club & green tea is nice, raspberry smoothies is delish and blueberry cheese cake is a must try",DRINKS#QUALITY,positive
"""---""",FOOD#PRICES,positive
"""---""",FOOD#QUALITY,positive
" Definitely not speedy at night. So, be ready to practice your patience.",n/a,n/a
" The crab rice is not very tasty. Just basically rice n crab.however, the clams wi thai lemon sauce is great. The grape prawns are not too bad but I think they are not fresh enough.",FOOD#QUALITY,positive
" Best salsa everrr, on good days though lol",n/a,n/a
 $8.90 lunch deal comes with soup and a drink,n/a,n/a
 Nice cup of tea Fab-u-lous ;-),n/a,n/a
